,Term,Freq,Total,Category,logprob,loglift
6476,solito,2.1824493486061463,3.1365527161251228,Topic5,-7.9579,1.6651
1284,busca,15.138237562737396,25.86429526815211,Topic5,-6.0211,1.4921
1329,peru,14.222061968110339,24.224214007107854,Topic5,-6.0836,1.4952
3118,recuperar,3.1546697893409466,4.701040665823006,Topic5,-7.5895,1.6288
1328,comercio,13.49006985120536,23.456542951987593,Topic5,-6.1364,1.4746
3615,lalaguna,43.66053356724226,89.29897879683239,Topic5,-4.9619,1.3122
444,riesgo,14.774504930295032,27.70040598807938,Topic5,-6.0455,1.3992
5714,enhorabuena,3.464319465705359,5.4628238727837966,Topic5,-7.4958,1.5723
12,terremoto,57.099686862471415,154.87175549111976,Topic5,-4.6936,1.0299
106,via,74.22091797976678,213.59387524394597,Topic5,-4.4313,0.9707
1562,espera,7.911371740606235,15.025177577617919,Topic5,-6.6701,1.3863
1291,pista,10.539608723763967,21.88593579093218,Topic5,-6.3832,1.297
1337,especial,8.644546764463566,17.20196726753152,Topic5,-6.5814,1.3397
382,nivel,12.779297443914702,29.08547693393976,Topic5,-6.1905,1.2053
448,cazador,12.93774452617615,29.68560765561141,Topic5,-6.1782,1.1972
1914,barrio,21.374546252522872,58.72683589849947,Topic5,-5.6762,1.0171
1809,tristeza,7.412517585830938,14.324778891169805,Topic5,-6.7352,1.3689
1283,bombero,10.825469190053099,24.217735701003768,Topic5,-6.3565,1.2226
9681,describir,6.742559462250576,12.762495242809567,Topic5,-6.8299,1.3897
1867,tsunami,25.98915559075995,83.90689293994305,Topic5,-5.4807,0.8557
311,magnitud,32.85607785870374,125.27860779761937,Topic5,-5.2462,0.6893
139,mayor,32.29703704963808,124.36065729223297,Topic5,-5.2634,0.6795
1292,rescatadores,9.947000660689973,23.406706578793056,Topic5,-6.4411,1.172
1287,guardia,11.534384092135578,29.14987499816788,Topic5,-6.293,1.1006
1293,vulcanologo,11.451704051868445,28.883696316499464,Topic5,-6.3002,1.1026
1079,mejor,13.364250378018943,36.692737691450766,Topic5,-6.1458,1.0178
313,sacudio,10.595009288598856,26.255840681640176,Topic5,-6.378,1.1202
361,mundo,19.916997206810997,73.07777266130373,Topic5,-5.7468,0.7278
1226,parcialmente,10.250665728308016,25.967391372678694,Topic5,-6.411,1.0982
2617,lapalmavolcan,11.37820551897122,30.983935520159033,Topic5,-6.3067,1.026
660,vivo,16.195794138217526,58.45316652793089,Topic5,-5.9536,0.7443
105,octubre,18.520006606893237,81.27255920255243,Topic5,-5.8195,0.5488
1285,civil,11.594838697724544,33.85467520992907,Topic5,-6.2878,0.9562
1330,volcandelapalma,13.363365920886979,47.998991022918716,Topic5,-6.1458,0.7491
675,cientificos,13.475016652235242,49.583021945274865,Topic5,-6.1375,0.7249
184,cumbrevieja,19.739424646764938,126.23447317568959,Topic5,-5.7557,0.1722
117,fotos,16.193794306574315,83.46834810537199,Topic5,-5.9537,0.3879
2526,registra,11.799152652139806,37.481081490048915,Topic5,-6.2703,0.8719
1368,hectareas,18.43399932312967,140.02707969083096,Topic5,-5.8242,0.0001
141,ultima,16.010826412792223,118.65719298691064,Topic5,-5.9651,0.0248
642,laguna,16.96854244641034,161.46311185035194,Topic5,-5.907,-0.2252
180,islas,14.93377547264486,97.04164632941324,Topic5,-6.0347,0.1562
192,erupciones,14.005250881313227,75.07253834615915,Topic5,-6.0989,0.3487
119,perros,17.493955004424087,209.1739469471087,Topic5,-5.8765,-0.4536
296,mar,15.461433302786714,147.4466412602066,Topic5,-6.0,-0.2274
140,sufre,14.026415403126206,86.51686895449377,Topic5,-6.0974,0.2084
99,principal,16.690054634686746,271.70694364623176,Topic5,-5.9235,-0.7622
695,erupcionlapalma,16.199196901863157,442.93686804854633,Topic5,-5.9534,-1.2807
1903,afectados,13.346588829280341,103.20407908198385,Topic5,-6.1471,-0.0177
5376,aseguran,4.715541917326548,5.400653084106288,Topic6,-7.1305,1.9491
735,duraderas,3.1821694327198666,3.8668533698641694,Topic6,-7.5238,1.8898
6043,ciudades,11.546220391478453,14.768857236663997,Topic6,-6.235,1.8386
1835,pensar,2.4142551866738207,3.0980102897938666,Topic6,-7.8,1.8354
734,deseariamos,2.4133471738519208,3.097689005224626,Topic6,-7.8004,1.8351
4959,cubririan,2.412473458020461,3.097244992466614,Topic6,-7.8007,1.8349
8956,ordenan,14.288591284508072,18.489160457537235,Topic6,-6.0219,1.827
1547,medida,10.747309725867371,13.930251659086707,Topic6,-6.3067,1.8253
5202,nislas,2.321366246675749,3.100941803822456,Topic6,-7.8392,1.7952
9202,moderado,3.951041765193855,5.408606897372818,Topic6,-7.3074,1.7707
10417,barrera,3.948155330478422,5.409210634947662,Topic6,-7.3081,1.7699
8047,explicamos,3.952083364793519,5.455550111284519,Topic6,-7.3071,1.7623
2370,expulsas,1.6470875861096543,2.3301988370109328,Topic6,-8.1824,1.7378
10473,enduapsecrecy,1.6472079685460987,2.3304262845353434,Topic6,-8.1823,1.7378
10469,disclosure,1.64703579765409,2.3302594311721503,Topic6,-8.1824,1.7377
9687,desconcertado,1.6471304573477044,2.3303971694550953,Topic6,-8.1823,1.7377
9332,spp,1.6468548810295187,2.3301387343776936,Topic6,-8.1825,1.7377
764,complejo,1.646427540528636,2.3295959271864746,Topic6,-8.1828,1.7376
7188,referia,1.6465220287372981,2.3297316132318864,Topic6,-8.1827,1.7376
10478,uforesearch,1.6466400103844119,2.329912720461265,Topic6,-8.1826,1.7376
10598,once,1.646587878958943,2.329851359085434,Topic6,-8.1827,1.7376
4410,elcondek,1.6466832245923664,2.3299927197009516,Topic6,-8.1826,1.7376
9333,sppis,1.6466053704240675,2.329908384610833,Topic6,-8.1827,1.7376
9179,demonius,1.6463760950429758,2.3295842725793836,Topic6,-8.1828,1.7376
4177,aeroportuaria,1.6463678637652701,2.3295832002580794,Topic6,-8.1828,1.7376
10477,science,1.6464498335724218,2.3297460678135744,Topic6,-8.1828,1.7376
11921,salvarse,1.64649802084399,2.329837422622324,Topic6,-8.1827,1.7376
10468,biologicas,1.646203238211158,2.32946668867784,Topic6,-8.1829,1.7376
6429,yihadistas,1.6466148020964384,2.3300593775031575,Topic6,-8.1827,1.7376
10178,benawara,1.6461756291338538,2.3294961476285523,Topic6,-8.1829,1.7375
1036,minutos,7.022985129248213,10.03001264923503,Topic6,-6.7322,1.7283
1617,destruir,9.318592449769023,15.679393617258684,Topic6,-6.4494,1.5644
3524,teneguia,5.764664218873464,9.296889235981086,Topic6,-6.9296,1.6068
9180,descanso,13.591385600287673,24.4876364999752,Topic6,-6.0719,1.496
3660,comporta,3.948199916565994,6.18051710729094,Topic6,-7.3081,1.6366
6193,medias,3.9175709892535227,6.213770756760494,Topic6,-7.3159,1.6234
1367,evacuaciones,18.941142663252645,37.56742774579065,Topic6,-5.74,1.3999
6191,directos,3.897699998932376,6.21630700107457,Topic6,-7.321,1.6179
6195,troposfera,3.8931679946156303,6.215289149572984,Topic6,-7.3222,1.6169
3302,medicos,2.581293534063435,3.902985043164114,Topic6,-7.7331,1.6713
1837,quedan,6.254005447194148,10.844583346486809,Topic6,-6.8482,1.5343
6192,leves,3.834792459067268,6.21681195249778,Topic6,-7.3373,1.6016
3816,rugiendo,12.390881184517113,24.670197862095286,Topic6,-6.1644,1.3961
5599,avanza,24.978970064064413,58.08785643342814,Topic6,-5.4633,1.2408
6190,desplaza,3.7838864650668405,6.21934252334502,Topic6,-7.3506,1.5878
272,venezuela,8.551377004903193,16.440838305909043,Topic6,-6.5353,1.431
6188,capas,3.7774187386096587,6.219618613974249,Topic6,-7.3523,1.5861
2435,flujo,14.16217257774611,30.458994326405588,Topic6,-6.0308,1.3189
4594,imparable,6.326520945961127,11.732285033892133,Topic6,-6.8366,1.4671
1879,espanoles,9.046235247106061,18.765814599217663,Topic6,-6.479,1.355
959,viviendas,19.105019171093595,55.29611453723627,Topic6,-5.7314,1.022
1877,animalistas,7.088464943396324,15.565049008024943,Topic6,-6.7229,1.2982
185,noticias,27.673942516305907,115.62092879029733,Topic6,-5.3609,0.6549
4801,evacuacion,10.918500409889559,29.805053081144827,Topic6,-6.2909,1.0805
815,video,27.989340384151685,127.81974457891869,Topic6,-5.3496,0.5659
170,nueva,25.334978312350426,110.64172881699864,Topic6,-5.4492,0.6106
191,efecto,6.051122972125751,12.472416363785792,Topic6,-6.8811,1.3614
117,fotos,19.757032396950972,83.46834810537199,Topic6,-5.6979,0.6438
165,imagenes,27.333875509176423,143.64371203688785,Topic6,-5.3733,0.4255
281,sabado,15.17512321535554,58.56090784506555,Topic6,-5.9617,0.7343
1926,paso,16.18707375272374,66.02439445965547,Topic6,-5.8972,0.6789
714,canaria,16.424595502196762,70.56540816289103,Topic6,-5.8826,0.627
1846,terremotos,14.71083662449111,59.46782186961012,Topic6,-5.9928,0.6879
1477,norte,14.409629479409801,60.63006278819965,Topic6,-6.0135,0.6478
2476,casas,9.928766091048796,32.127739560656686,Topic6,-6.3859,0.9104
1878,atrapados,18.179573874892863,120.87584690495913,Topic6,-5.7811,0.1903
100,actividad,18.631564308744732,133.54008809869282,Topic6,-5.7565,0.1152
716,continua,14.456551877970618,75.4200661610556,Topic6,-6.0102,0.4328
642,laguna,19.90940706607795,161.46311185035194,Topic6,-5.6902,-0.0084
450,entro,11.290119276344257,44.11969729511824,Topic6,-6.2575,0.7217
427,amenaza,12.989063226059432,63.59003770212702,Topic6,-6.1173,0.4964
119,perros,19.836504011318997,209.1739469471087,Topic6,-5.6939,-0.2709
99,principal,21.09835751170907,271.70694364623176,Topic6,-5.6322,-0.4708
168,cenizas,14.801502776538763,123.75767829851169,Topic6,-5.9867,-0.0389
106,via,16.260654516013787,213.59387524394597,Topic6,-5.8926,-0.4906
139,mayor,14.003736944468569,124.36065729223297,Topic6,-6.0421,-0.0991
12,terremoto,14.40466053143485,154.87175549111976,Topic6,-6.0138,-0.2903
311,magnitud,13.572258854659074,125.27860779761937,Topic6,-6.0734,-0.1378
105,octubre,12.899011676080464,81.27255920255243,Topic6,-6.1242,0.2441
695,erupcionlapalma,13.842236532125307,442.93686804854633,Topic6,-6.0537,-1.381
3407,peso,3.16804230691582,3.852390582254251,Topic7,-7.5242,1.8933
10188,vera,2.403498668863925,3.087572046540184,Topic7,-7.8003,1.8384
5528,entran,2.4031823827481458,3.0875695270732035,Topic7,-7.8005,1.8382
4544,crea,2.402039517366508,3.0863305287897473,Topic7,-7.8009,1.8382
8977,determinaron,2.403183919775706,3.087960398252494,Topic7,-7.8005,1.8381
8976,ariadanne,2.400802210180321,3.0860576098308217,Topic7,-7.8015,1.8377
9685,unido,2.399650464195,3.087018160959972,Topic7,-7.8019,1.837
1353,coche,2.3304690244785795,3.095160790979381,Topic7,-7.8312,1.8051
7940,updayesp,6.222804999500813,8.572051353184392,Topic7,-6.849,1.7686
10392,hubieras,1.639349192990873,2.322993936356457,Topic7,-8.183,1.7403
6288,apocaliptica,1.6391527950248115,2.322804475907878,Topic7,-8.1831,1.7402
6290,pelee,1.6391324721048453,2.322794059926733,Topic7,-8.1831,1.7402
11875,jimena,1.6389674978133535,2.3225948052841074,Topic7,-8.1832,1.7402
10250,texas,1.6392018091259069,2.3229317838012173,Topic7,-8.1831,1.7402
6633,ralentizado,1.6394111864358125,2.323242162195013,Topic7,-8.1829,1.7402
11940,contenidos,1.6389367572621438,2.3227071960923205,Topic7,-8.1832,1.7402
11943,podras,1.638879374899886,2.322638606938129,Topic7,-8.1833,1.7401
10186,reuterspictures,1.639080725510309,2.3229245826304563,Topic7,-8.1831,1.7401
9455,nseguiremos,1.639109075129758,2.322990799820034,Topic7,-8.1831,1.7401
11942,ittv,1.6387468489680044,2.322510712911992,Topic7,-8.1833,1.7401
611,sunami,1.638972279676875,2.3228677248113194,Topic7,-8.1832,1.7401
3509,dedique,1.6386472837382533,2.3224319709624823,Topic7,-8.1834,1.7401
7813,acumulados,1.638742237885323,2.322572546041381,Topic7,-8.1833,1.7401
10510,rrn,1.6386302056542479,2.3224275889899437,Topic7,-8.1834,1.7401
11325,edirecto,1.6386580429311766,2.3224811547358124,Topic7,-8.1834,1.7401
6264,aytoelpaso,1.6386158600636833,2.3224393219701223,Topic7,-8.1834,1.7401
11853,medicion,1.6385900721568354,2.3224085560698615,Topic7,-8.1834,1.7401
3364,veterinarios,1.638429025824665,2.3221829527119686,Topic7,-8.1835,1.7401
10249,movilizado,1.6385801668681121,2.3223997689998024,Topic7,-8.1834,1.7401
1997,volviese,1.6386618001096578,2.322532411353718,Topic7,-8.1834,1.7401
4852,prevencion,2.1498942448097225,3.1045468043316546,Topic7,-7.9118,1.7214
3659,recorrido,8.51401646149546,13.997713520130812,Topic7,-6.5356,1.5917
6723,parado,3.9313568352618504,6.179893288953155,Topic7,-7.3083,1.6365
999,siguientes,3.9320939253675213,6.203778552374722,Topic7,-7.3081,1.6329
3893,exhorta,3.437691249331366,5.411984471192213,Topic7,-7.4425,1.635
3891,acercarse,3.4251692565769654,5.411308548836457,Topic7,-7.4461,1.6315
6847,visual,5.460435230761958,9.250976451139232,Topic7,-6.9797,1.5616
4490,unidos,6.670491259863701,11.682975455311574,Topic7,-6.7796,1.5284
3892,amarillofase,3.4177840099296932,5.411288545845229,Topic7,-7.4483,1.6293
1553,cumpliendo,8.405912189741613,15.480400942240403,Topic7,-6.5483,1.4782
695,erupcionlapalma,140.64758004608925,442.93686804854633,Topic7,-3.731,0.9417
1926,paso,26.74068359100535,66.02439445965547,Topic7,-5.3911,1.185
5220,siga,6.969818155102059,13.243033223394228,Topic7,-6.7357,1.447
5612,aporte,7.291619125768094,14.098971316323684,Topic7,-6.6905,1.4295
9066,anunciata,2.071866357578532,3.088625378637243,Topic7,-7.9488,1.6896
2803,leonoticias,3.931923144527468,6.988244376686019,Topic7,-7.3081,1.5137
2802,leonesp,3.931784128923664,6.988942206793787,Topic7,-7.3082,1.5136
2804,multimedia,3.9295209412312757,6.986475997102641,Topic7,-7.3087,1.5134
938,derrumba,29.33542110753359,89.85463943168388,Topic7,-5.2985,0.9694
4249,durara,2.803728690954435,4.6351855351039655,Topic7,-7.6463,1.5861
2337,recuerda,5.70391098475427,11.705157979187183,Topic7,-6.9361,1.37
5039,subastado,4.732633553420007,9.391774421164776,Topic7,-7.1228,1.4035
694,declarada,18.10453833517085,59.755957148797464,Topic7,-5.7811,0.8947
219,anos,17.123011662501618,57.13767070652796,Topic7,-5.8368,0.8838
100,actividad,29.741319345705477,133.54008809869282,Topic7,-5.2847,0.587
99,principal,45.43330506577697,271.70694364623176,Topic7,-4.861,0.3004
1407,destruccion,9.582457602408065,27.47679361421394,Topic7,-6.4173,1.0354
1449,rtve,13.858552299840172,50.1900026604016,Topic7,-6.0484,0.8019
1867,tsunami,18.827782896576817,83.90689293994305,Topic7,-5.7419,0.5945
7131,tve,8.518235431368142,24.11441472324016,Topic7,-6.5351,1.0482
3099,centro,7.4475679914246005,19.50393325490907,Topic7,-6.6694,1.1261
1033,gran,17.693463388175264,80.77283651310313,Topic7,-5.8041,0.5704
4152,novedades,6.0313200566459795,13.918224166172134,Topic7,-6.8803,1.2526
33,ultimas,14.666329278332443,60.590015079933096,Topic7,-5.9917,0.6703
225,gente,13.336680208804776,55.55680479053024,Topic7,-6.0867,0.6619
1976,premio,6.730973635930318,17.265910698498956,Topic7,-6.7705,1.1468
1903,afectados,18.728041420998707,103.20407908198385,Topic7,-5.7472,0.3822
170,nueva,19.439738465123618,110.64172881699864,Topic7,-5.7099,0.3499
18,coladas,21.398356973607573,135.4985560632216,Topic7,-5.614,0.2432
2152,autoridades,8.648753663693967,27.947058234221448,Topic7,-6.5199,0.9159
660,vivo,12.616164042099506,58.45316652793089,Topic7,-6.1423,0.5556
127,etna,12.950171744089202,67.16860054811436,Topic7,-6.1162,0.4427
989,ceniza,16.768078525741853,118.46256069285285,Topic7,-5.8578,0.1337
117,fotos,14.157190606731435,83.46834810537199,Topic7,-6.027,0.3146
106,via,21.61020445758366,213.59387524394597,Topic7,-5.6041,-0.2021
296,mar,18.090213238307165,147.4466412602066,Topic7,-5.7819,-0.0093
180,islas,15.042006139048466,97.04164632941324,Topic7,-5.9664,0.2245
38,bien,10.916930889105563,48.24260801035369,Topic7,-6.287,0.6029
642,laguna,16.02083174195141,161.46311185035194,Topic7,-5.9034,-0.2216
199,solo,12.899697125249718,84.51977488305558,Topic7,-6.1201,0.2091
141,ultima,14.32118803181798,118.65719298691064,Topic7,-6.0155,-0.0257
1659,boca,12.81391049367406,84.63258436208702,Topic7,-6.1267,0.201
184,cumbrevieja,14.441186847519871,126.23447317568959,Topic7,-6.0072,-0.0792
97,derrumbe,14.073993012690986,139.66048003731174,Topic7,-6.0329,-0.206
924,personas,12.459435049565634,90.52263598606004,Topic7,-6.1548,0.1057
551,zona,12.144953745704292,85.83866670703338,Topic7,-6.1804,0.1333
1878,atrapados,12.913613714343995,120.87584690495913,Topic7,-6.119,-0.1476
119,perros,13.556966998772946,209.1739469471087,Topic7,-6.0704,-0.6474
